epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3039.34,1.38471,1.60289,1.65912,0,0,0,0,0,9.10235,0,0.000663636,0.000663636,0.000663636
